N°,Date,Name,Type,Cause,Material,Collapse,Status,Country,Region,Sub-region,,,,,
1271,1936,Fridley Bridge,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1272,1893,CRANDIC Cedar River Bridge,Truss,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1273,2003,US52 Running Slough Bridge,Arch,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1274,No date,Fraser Bridge,Arch,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1275,No date,Quinebaug River Bridge,Beam,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1276,No date,Hidalgo-Reynosa International Bridge,Suspension,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1277,No date,Nueces Bay Causeway,Beam,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1278,No date,Sangamon River Bridge,Truss,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1279,No date,Waubonsie Creek Bridge,Beam,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1280,No date,South Front Street Bridge,Truss,Design error,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1281,2010,Stone Arch Bridge,Truss,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1282,1989,Tennessee,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1283,2011,New York,Arch,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1284,2017,California,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1285,1933,Maryland,Beam,Design error,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1286,2005,Louisiana,Trestle,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1287,2005,Mississippi,Trestle,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1288,2015,California,Not defined,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1289,1965,South Carolina,Not defined,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1290,1999,Tennessee,Not defined,Design error,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1291,1962,South Dakota,Beam,Design error,Steel,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1292,1964,Montana,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1293,1989,Mississippi,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1294,1996,Pennsylvania,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1295,1998,New York,Beam,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1296,2004,Missouri,Beam,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1297,2005,New York,Beam,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1298,2011,New York,Arch,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1299,2011,New York,Beam,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1300,2011,New York,Truss,Design error,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1301,1986,Nevada,Beam,Design error,Reinforced concrete,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1302,1987,New Hampshire,Not defined,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1303,1977,New York,Movable,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1304,1987,New York,Not defined,Design error,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1305,1989,Tennessee,Beam,Design error,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1306,1962,Iowa,Not defined,Design error,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1307,1995,California,Not defined,Design error,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1308,1972,Maryland,Beam,Design error,Prestressed concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1309,1995,South Carolina,Not defined,Design error,Prestressed concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
1310,2007,Cần Thơ,Beam,Design error,Reinforced concrete,Partial,Construction,Vietnam,Asia,Southeast Asia,,,,,
1311,2018,Palu IV,Arch,Flood,Steel,Total,Operational,Indonesia,Asia,Southeast Asia,,,,,
1312,2017,Tatabu bridge,Beam,Flood,Reinforced concrete,Total,Operational,Nigeria,Africa,Western Africa,,,,,
1313,2007,Ain Bounian,Beam,Flood,Reinforced concrete,Total,Operational,Algeria,Africa,Northern Africa,,,,,
1314,2024,Ngola River in Ngola Luije commune,Truss,Flood,Steel,Total,Operational,Angola,Africa,Central Africa,,,,,
1315,2016,Nzi River Railway Bridge,Truss,Construction deficiencies,Steel,Partial,Operational,Cote d'Ivoire,Africa,Western Africa,,,,,
1316,2018,A3 Highway Overpass,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Moroco,Africa,Northern Africa,,,,,
1317,2024,"	Sayikope Bridge",Truss,Flood,Steel,Total,Operational,Ghana,Africa,Western Africa,,,,,
1318,2004,Mungo Bridge,Truss,Construction deficiencies,Steel,Partial,Operational,Camerun,Africa,Central Africa,,,,,
1319,2023,Wadi Derna,Beam,Flood,Reinforced concrete,Total,Operational,Libya,Africa,Northern Africa,,,,,
1320,2021,Marsassoum Bridge,Cable-stayed,Construction deficiencies,Reinforced concrete,Partial,Operational,Senegal,Africa,Western Africa,,,,,
1321,2023,Kedainiai,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Lithuania,Europe,Northern Europe,,,,,
1322,2022,Nemiga Street Overpass,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Belarus,Europe,Eastern Europe,,,,,
1323,2003,Chapare,Beam,Flood,Reinforced concrete,Partial,Operational,Bolivia,Central /SouthAmerica,Tropical South America,,,,,
1324,2015,Avenida Independencia,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Bolivia,Central /SouthAmerica,Tropical South America,,,,,
1325,2022,Antonivka Road,Beam,Terrorism,Reinforced concrete,Partial,Operational,Ukraine,Europe,Eastern Europe,,,,,
1326,2022,Siverskyi Donets ,Beam,Terrorism,Reinforced concrete,Total,Operational,Ukraine,Europe,Eastern Europe,,,,,
1327,2009, Larivot,Beam,Construction deficiencies,Reinforced concrete,Total,Operational,Guyana Francesa,Central /SouthAmerica,Tropical South America,,,,,
1328,2020,Cuisalá,Beam,Construction deficiencies,Reinforced concrete,Total,Operational,Nicaragua,Central /SouthAmerica,Central America,,,,,
1329,2024, El Hubuto,Beam,Flood,Reinforced concrete,Partial,Operational,Nicaragua,Central /SouthAmerica,Central America,,,,,
1330,1998,Choluteca,Beam,Flood,Reinforced concrete,Total,Operational,Honduras,Central /SouthAmerica,Central America,,,,,
1331,2020,Ulua ,Beam,Flood,Reinforced concrete,Total,Operational,Honduras,Central /SouthAmerica,Central America,,,,,
1332,2014,Batalha dis Guararapes,Beam,Construction deficiencies,Reinforced concrete,Total,Operational,Brazil,Central /SouthAmerica,Northern South America/ South-Eastern South America,,,,,
1333,2013,Ponte da Usina,Truss,Flood,Steel,Total,Operational,Brazil,Central /SouthAmerica,Northern South America/ South-Eastern South America,,,,,
1334,1933,Hardinge Bridge,Truss,Flood,Steel,Partial,Operational,Bangladesh,Asia,South Asia,,,,,
1335,1971,Hardinge Bridge,Truss,Terrorism,Steel,Partial,Operational,Bangladesh,Asia,South Asia,,,,,
1336,1991,Karnaphuli Bridge ,Truss,Ciclon,Steel,Partial,Operational,Bangladesh,Asia,South Asia,,,,,
1337,1995,Turag-Bhakurta Bridge,Beam,Flood,Reinforced concrete,Partial,Operational,Bangladesh,Asia,South Asia,,,,,
1338,1995,Funkae bridge,Beam,Earthquake,Reinforced concrete,Partial,Operational,Japon,Asia,East Asia,,,,,
1339,2003,Sgt. Aubrey Cosens V.C. Memorial Bridge,Truss,Construction deficiencies,Steel,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
1340,1969,Prater Bridge,Truss,Construction deficiencies,Steel,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
1341,1970,Mildford Haven Bridge,Truss,Construction deficiencies,Steel,Partial,Construction,United Kingdom,Europe,Northern Europe,,,,,
1342,1973,Zeulenroda,Truss,Construction deficiencies,Steel,Partial,Operational,Germany,Europe,Western and Central Europe,,,,,
1343,1971,Rhine Bridge,Truss,Construction deficiencies,Steel,Partial,Operational,Germany,Europe,Western and Central Europe,,,,,
1344,2021,Tacuati,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Paraguay,Central /SouthAmerica,Tropical South America,,,,,
1345,2024, Bailey,Beam,Construction deficiencies,Steel,Total,Operational,Uruguay,Central /SouthAmerica,Southern South America,,,,,
1346,1986,Kegum,Beam,Design error,Reinforced concrete,Total,Operational,Latvia,Europe,Northern Europe,,,,,
1347,2023,Kamništa Bistrica,Beam,Flood,Reinforced concrete,Partial,Operational,Slovenia,Europe,Southern Europe,,,,,
1348,2010,Niko Strugar,Beam,Flood,Reinforced concrete,Partial,Operational,Montenegro,Europe,Southern Europe,,,,,
1349,2010,Marsenic bridge,Beam,Flood,Reinforced concrete,Partial,Operational,Montenegro,Europe,Southern Europe,,,,,
1350,2010,Seoca bridge,Beam,Flood,Reinforced concrete,Partial,Operational,Montenegro,Europe,Southern Europe,,,,,
1351,2022,Zogu bridge,Arch,Flood,Reinforced concrete,Partial,Operational,Albania,Europe,Southern Europe,,,,,
1352,2022,Mavrova and Rostusha,Beam,Flood,Reinforced concrete,Partial,Operational,Macedonia,Europe,Southern Europe,,,,,
1353,2015,Borgarfjörður,Beam,Flood,Reinforced concrete,Total,Operational,Iceland,Europe,Northern Europe,,,,,
1354,2022,Zatoka bridge,Beam,Terrorism,Reinforced concrete,Partial,Operational,Ukraine,Europe,Eastern Europe,,,,,
1355,2022,Rail bridge,Truss,Terrorism,Composite,Partial,Operational,Ukraine,Europe,Eastern Europe,,,,,
1356,2024, Lovua,Truss,Overloading,Composite,Partial,Operational,Republica Democratica del Congo,Africa,Central Africa,,,,,
1357,2001,Hintze ribeiro,Truss,Deterioration,Composite,Total,Operational,Portugal,Europe,Southern Europe,,,,,
1358,2007,I-35W Mississippi River Bridge,Truss,Design error,Steel,Total,Operational,USA,North America,North America,,,,,
1359,2006,Mardan,Beam,Flood,Composite,Total,Operational,Pakistan,Asia,South Asia,,,,,
1360,No date,Eko bridge ,Beam,Fire,Prestressed concrete,Total,Operational,Nigeria,Africa,Western Africa,,,,,
1361,2007,Bridge over the River Nyong,Beam,Flood,Reinforced concrete,Partial,Operational,Camerun,Africa,Central Africa,,,,,
1362,No date,Mungo River bridge,Truss,Fire,Steel,Total,Operational,Camerun,Africa,Central Africa,,,,,
1363,2008,Bridge at Kalapara in Patuakhali district,Beam,Flood,Reinforced concrete,Total,Operational,Bangladesh,Asia,South Asia,,,,,
1364,1964,Showa Bridge,Beam,Earthquake,Steel,Total,Operational,Japon,Asia,East Asia,,,,,
1365,1936,Akashi Kaikyo Bridge,Suspension,Earthquake,Steel,Total,Operational,Japon,Asia,East Asia,,,,,
1366,1982,Rheinbrücke near Höchst/ Vorarlberg (Rhine River),Beam,Design error,Reinforced concrete,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
1367,1982,2-span truss bridge between Linz and Selzthal (Traun River),Truss,Flood,Steel,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
1368,1990,5-span box girder Motorway bridge near Kufstein (Inn River),Beam,Flood,Reinforced concrete,Total,Operational,Austria,Europe,Western and Central Europe,,,,,
1369,1995,Bridge in Braz/ Vorarlberg,Truss,Flood,Composite,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
1370,1976,Reichsbrücke over Danube River/ Vienna,Beam,Construction deficiencies,Reinforced concrete,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
