N°,Date,Name,Type,Cause,Material,Collapse,Status,Country,Region,Sub-region,,,,,
675,No date,Howard Avenue,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
676,No date,Hazel Park,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
677,No date,MacArthur Maze,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
678,No date,Valdese,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
679,No date,US50 Cheat River Covered Bridge,Truss,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
680,No date,NYS Thruway,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
681,No date,The Jeffries Ford Covered Bridge,Arch,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
682,No date,Old Bridgeton Covered Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
683,No date,Brookside Train Trestle,Arch,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
684,No date,Delta Covered Bridge,Arch,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
685,No date,Gudgeonville Covered Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
686,No date,Dewey Bridge Grand County,Suspension,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
687,No date,160th Street Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
688,No date,Dumbarton Rail Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
689,No date,Pico Rivera,Arch,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
690,No date,Viaduct San Saba,Arch,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
691,No date,Turkey Creek Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
692,No date,Whites Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
693,No date,SR 241 Dry Creek Bridge,Truss,Fire,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
694,No date,Highway 310 and U.S. 175,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
695,No date,I-85,Beam,Fire,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
696,No date,Ranchero Overpass,Beam,Fire,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
697,No date,Elysian Park,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
698,No date,St. Petersburg,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
699,No date,Denville,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
700,No date,Little Black River,Arch,Fire,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
701,No date,Ethanol Baltimore,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
702,No date,Commerce,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
703,No date,Davison Township,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
704,No date,I-65 Franklin,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
705,No date,Eastex Freeway with North Loop,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
706,No date,Lime Kiln Overpass,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
707,No date,I-91 North Meriden,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
708,No date,Ballard bridge,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
709,No date,Overpass Cypress/Spring,Beam,Fire,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
710,No date,James Street Swing Bridge,Arch,Fire,Steel,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
711,1979,Rottachtal,Beam,Deterioration,Reinforced concrete,Partial,Construction,Germany,Europe,Western Europe,,,,,
712,1976,Reichsbrücke,Beam,Deterioration,Reinforced concrete,Total,Operational,Austria,Europe,Central Europe,,,,,
713,1979,Illinois,Beam,Deterioration,Reinforced concrete,Partial,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
714,1982,Indiana,Not defined,Deterioration,Reinforced concrete,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
715,1947,Bremen,Not defined,Overloading,Not defined,Total,Operational,Germany,Europe,Western Europe,,,,,
716,1911,Romanov,Beam,Overloading,Not defined,Total,Construction,Russia,Europe,North Asia/ Eastern Europe,,,,,
717,1938,New York,Arch,Overloading,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
718,2018,Zamboanga,Suspension,Deterioration,Wood,Partial,Operational,Philippines,Asia,Southeast Asia,,,,,
719,1884,Douarnenez,Not defined,Huricane,Not defined,Total,Construction,France,Europe,Western Europe,,,,,
720,1884,Evaux,Not defined,Huricane,Not defined,Total,Construction,France,Europe,Western Europe,,,,,
721,1964,Pamban,Beam,Huricane,Reinforced concrete,Total,Operational,India,Asia,South Asia,,,,,
722,1091,London bridge,Beam,Huricane,Wood,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
723,1839,Menai Strait,Suspension,Huricane,Not defined,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
724,1852,Roche Bernard,Suspension,Huricane,Rock,Total,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
725,2003,Pennsylvania,Truss,Huricane,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
726,2007,Mississippi,Arch,Huricane,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
727,2022,Florida,Beam,Huricane,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
728,2004,Florida,Not defined,Huricane,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
729,1971,Maryland,Truss,Huricane,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
730,1972,Maryland,Truss,Huricane,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
731,2004,Virginia,Beam,Huricane,Steel,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
732,1972,Maryland,Beam,Huricane,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
733,1854,Ohio,Suspension,Huricane,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
734,1864,New York,Suspension,Huricane,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
735,1972,Maryland,Not defined,Huricane,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
736,1342,Judith,Arch,Flood,Rock,Partial,Operational,Republica Checa,Europe,Eastern Europe,,,,,
737,1813,Steinbogen-Bridge,Beam,Flood,Not defined,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
738,1849,Ness,Beam,Flood,Rock,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
739,1863,Mississippi,Trestle,Flood,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
740,1876,Elbe,Truss,Flood,Steel,Partial,Operational,Germany,Europe,Western Europe,,,,,
741,1881,Iowa,Trestle,Flood,Wood,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
742,1882,Osijek,Beam,Flood,Wood,Total,Operational,Croatia,Europe,Eastern Europe,,,,,
743,1888,Kentucky,Truss,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
744,1889,Pennsylvania,Not defined,Flood,Rock,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
745,1897,Maddur,Not defined,Flood,Not defined,Partial,Operational,India,Asia,South Asia,,,,,
746,1902,Mangapatnan,Not defined,Flood,Not defined,Total,Operational,India,Asia,South Asia,,,,,
747,1904,Colorado,Beam,Flood,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
748,1906,Oklahoma,Trestle,Flood,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
749,1910,Prinzregenten,Not defined,Flood,Not defined,Total,Operational,Germany,Europe,Western Europe,,,,,
750,1914,Baddengorm Burn,Not defined,Flood,Not defined,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
751,1915,Washington,Truss,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
752,1926,Fremantle ,Not defined,Flood,Steel,Partial,Construction,Australia,Australasia,Northern Australia/ Central Australia/ Southern Australia/ Eastern Australia ,,,,,
753,1934,Seta,Beam,Flood,Steel,Partial,Operational,Japon,Asia, East Asia,,,,,
754,1946,Washington,Arch,Flood,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
755,1947,Bremen,Not defined,Flood,Not defined,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
756,1947,Koblenz,Not defined,Flood,Not defined,Total,Operational,Germany,Europe,Western and Central Europe ,,,,,
757,1951,Kansas,Slab,Flood,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
758,1953,Walouru,Truss,Flood,Steel,Total,Operational,New Zealand,Australasia,Australia and New Zealand,,,,,
759,1959,Salzburg,Beam,Flood,Not defined,Total,Operational,Austria,Europe,Central Europe,,,,,
760,1960,Crediton,Not defined,Flood,Not defined,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
761,1962,Iowa,Beam,Flood,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
762,1963,Beaver Dam,Not defined,Flood,Reinforced concrete,Total,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
763,1969,Esslingen,Beam,Flood,Reinforced concrete,Partial,Construction,Germany,Europe,Western Europe,,,,,
764,1971,Charles III,Arch,Flood,Rock,Partial,Operational,Spain,Europe,Western Europe,,,,,
765,1972,Hillerod,Beam,Flood,Reinforced concrete,Partial,Operational,Denmark,Europe,Northern Europe,,,,,
766,1973,Bulls,Not defined,Flood,Not defined,Partial,Operational,New Zealand,Australasia,Australia and New Zealand,,,,,
767,1973,Drimsallie,Truss,Flood,Reinforced concrete,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
768,1975,Vranje,Arch,Flood,Reinforced concrete,Total,Operational,Serbia,Europe,Eastern Europe,,,,,
769,1977,Turin-Milan,Beam,Flood,Reinforced concrete,Total,Operational,Italy,Europe,Southern Europe,,,,,
770,1978,Arizona,Beam,Flood,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
771,1979,Arizona,Not defined,Flood,Not defined,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
772,1981,British Columbia,Not defined,Flood,Not defined,Partial,Operational,Canada,North America,Canada Ontario/ Canada British Columbia/ Canada Prairies/ Canada Québec/ Canada Western Arctic/ Canada Eastern Arctic/ Canada Atlantic,,,,,
773,1981,New York,Truss,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
774,1982,Arkansas,Truss,Flood,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
775,1982,Arkansas,Truss,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
776,1983,Puente colgante Santa Fe,Suspension,Flood,Steel,Total,Operational,Argentina,Central /SouthAmerica,Southern South America,,,,,
777,1984,Madya Pradesh,Truss,Flood,Reinforced concrete,Total,Operational,India,Asia,South Asia,,,,,
778,1985,West Virginia,Truss,Flood,Steel,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
779,1985,West Virginia,Beam,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
780,1985,Virginia,Truss,Flood,Not defined,Total,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
781,1987,Glanrhyd,Not defined,Flood,Not defined,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
782,1987,Glanrhyd,Truss,Flood,Reinforced concrete,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
783,1987,Reuss,Arch,Flood,Rock,Total,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
784,1987,Maine,Beam,Flood,Reinforced concrete,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
785,1987,Maine,Truss,Flood,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
786,1987,New York,Not defined,Flood,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
787,1988,Quilon,Truss,Flood,Steel,Total,Operational,India,Asia,South Asia,,,,,
788,1989,Los Mochis,Truss,Flood,Reinforced concrete,Total,Operational,Mexico,North America,Mexico Northwest/ Mexico North/ Mexico Northeast/ Mexico Southeast/ Mexico Southwest/ Mexico Veracruz/ Mexico Centre,,,,,
789,1989,Ness viaduct,Arch,Flood,Brick,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
790,1990,Washington,Not defined,Flood,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
791,1993,Cicero,Not defined,Flood,Not defined,Partial,Operational,Italy,Europe,Southern Europe,,,,,
792,1993,Ngailithia,Arch,Flood,Rock,Total,Operational,Kenya,Africa,Eastern Africa,,,,,
793,1995,Braz,Truss,Flood,Reinforced concrete,Total,Operational,Austria,Europe,Western and Central Europe,,,,,
794,1996,Maryland,Beam,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
795,1996,Virginia,Beam,Flood,Steel,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
796,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
797,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
798,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
799,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
800,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
801,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
802,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
803,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
804,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
805,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
806,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
807,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
808,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
809,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
810,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
811,1999,Hebei,Not defined,Flood,Not defined,Total,Operational,China,Asia,East Asia,,,,,
812,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
813,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
814,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
815,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
816,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
817,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
818,1999,Hebei,Truss,Flood,Steel,Total,Operational,China,Asia,East Asia,,,,,
819,1999,Hebei,Truss,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
820,1999,Hebei,Truss,Flood,Steel,Total,Operational,China,Asia,East Asia,,,,,
821,1999,Hebei,Truss,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
822,1999,Hebei,Truss,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
823,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
824,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
825,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
826,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
827,1999,Hebei,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
828,2000,Chimborazo,Not defined,Flood,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Western South America,,,,,
829,2000,New Magalora,Beam,Flood,Concrete,Partial,Operational,Spain,Europe,Western Europe,,,,,
830,2001,Luzhai,Not defined,Flood,Not defined,Partial,Operational,China,Asia,East Asia,,,,,
831,2001,Pichincha,Not defined,Flood,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Western South America,,,,,
832,2002,no definido,Not defined,Flood,Not defined,Partial,Operational,Germany,Europe,Western Europe,,,,,
833,2002,Thurnberg,Not defined,Flood,Not defined,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
834,2002,Engelstein,Not defined,Flood,Not defined,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
835,2002,Salzburg,Not defined,Flood,Not defined,Partial,Operational,Austria,Europe,Western and Central Europe,,,,,
836,2002,Pichincha,Not defined,Flood,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Western South America,,,,,
837,2002,Morona Santiago,Not defined,Flood,Wood,Total,Operational,Ecuador,Central /SouthAmerica,Western South America,,,,,
838,2003,Pont de Giers,Not defined,Flood,Not defined,Partial,Operational,France,Europe,Western Europe,,,,,
